source_name,normalized_key,canonical_zh,canonical_en,display_name,english_mapping_source,entity_type,suggested_country,suggested_country_code,country_confidence,raw_country_values,drink_count,public_visible_count,sample_drink_names,review_note
Chimay,chimay,,Chimay,Chimay,source_ascii,brewery_brand,,,none,,1,1,修道院三料,
CLAG,clag,,CLAG,CLAG,source_ascii,brewery_brand,United States,US,high,美国:1,1,1,轲斯拉大战金刚,
Clag Brewing Company,clag brewing company,,Clag Brewing Company,Clag Brewing Company,source_ascii,brewery_brand,United States,US,high,美国:1,1,1,Absolutely Nothing,
Derive Brewery,derive brewery,,Derive Brewery,Derive Brewery,source_ascii,brewery_brand,,,none,,1,0,LIMA,
E.T.,e.t.,,E.T.,E.T.,source_ascii,brewery_brand,,,none,,1,1,迷离万象,
E.T. x 和弦,e.t. x,E.T. x 和弦,E.T. x,E.T. x 和弦 / E.T. x,source_mixed_latin_chunk,brewery_brand,,,none,,1,1,好得意,
Everywhere,everywhere,,Everywhere,Everywhere,source_ascii,brewery_brand,United States,US,high,美国:1,1,1,Little Egg,
Firestone Walker,firestone walker,,Firestone Walker,Firestone Walker,source_ascii,brewery_brand,,,none,,1,1,805 Blonde,
Founders,founders,,Founders,Founders,source_ascii,brewery_brand,,,none,,1,1,波特,
Hoegaarden,hoegaarden,,Hoegaarden,Hoegaarden,source_ascii,brewery_brand,,,none,,1,1,比利时小麦,
ISM Brewing,ism brewing,,ISM Brewing,ISM Brewing,source_ascii,brewery_brand,,,none,,1,0,Chepedelic,
Jester King,jester king,,Jester King,Jester King,source_ascii,brewery_brand,,,none,,1,1,农舍艾尔,
Left Hand,left hand,,Left Hand,Left Hand,source_ascii,brewery_brand,,,none,,1,1,牛奶世涛,
MOJO,mojo,,MOJO,MOJO,source_ascii,brewery_brand,,,none,,1,0,沙滩小麦,
Monkish,monkish,,Monkish,Monkish,source_ascii,brewery_brand,,,none,,1,1,DIPA,
Origin 4,origin 4,,Origin 4,Origin 4,source_ascii,brewery_brand,,,none,,1,0,Motu-Moment,
Origin4,origin4,,Origin4,Origin4,source_ascii,brewery_brand,China,CN,medium,上海:1,1,1,Motu-Moment,
Oskar Blues,oskar blues,,Oskar Blues,Oskar Blues,source_ascii,brewery_brand,,,none,,1,1,Dale's Pale Ale,
Other Half,other half,,Other Half,Other Half,source_ascii,brewery_brand,,,none,,1,1,浑浊 IPA,
SHRED,shred,,SHRED,SHRED,source_ascii,brewery_brand,United States,US,high,美国:1,1,1,CINCO,
Sierra Nevada,sierra nevada,,Sierra Nevada,Sierra Nevada,source_ascii,brewery_brand,,,none,,1,1,Pale Ale,
Stone Brewing,stone brewing,,Stone Brewing,Stone Brewing,source_ascii,brewery_brand,,,none,,1,1,西海岸 IPA,
The Bruery,the bruery,,The Bruery,The Bruery,source_ascii,brewery_brand,,,none,,1,1,水果酸啤,
Tree House,tree house,,Tree House,Tree House,source_ascii,brewery_brand,,,none,,1,1,双倍浑浊,
Trillium,trillium,,Trillium,Trillium,source_ascii,brewery_brand,,,none,,1,1,新英格兰 IPA,
Weihenstephan,weihenstephan,,Weihenstephan,Weihenstephan,source_ascii,brewery_brand,,,none,,1,1,德式小麦,
